Ensembl.Gene.ID	brain_GSM752557	brain_GSM752558	cerebellum_GSM752559	cerebellum_GSM752560	heart_GSM752561	heart_GSM752562	kidney_GSM752563	kidney_GSM752564	liver_GSM752565	liver_GSM752566	testis_GSM752567	testis_GSM752568
ENSGALG00000027016	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000027017	5.59206	3.5557	2.71736	9.23436	15.85345	52.9135	60.06626	26.54452	9.95802	17.20739	11.30489	2.08506
ENSGALG00000027018	0.10839	0	0.13584	0.83562	0	0	0.10785	0	0	0	0.99914	0.34449
ENSGALG00000027019	0	0	0	0	0	0	0.96309	0	0	0	14.12269	0.76891
ENSGALG00000027020	0	0.10284	0	0	0	0	0	0	0	0	0	0
ENSGALG00000027021	3.87682	2.94256	2.94461	4.86621	2.15871	2.20645	7.28597	4.02981	3.44521	3.51587	50.36892	23.95226
ENSGALG00000027022	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000027023	0.92464	0.45624	0.44569	0.37683	0.4313	0.50093	0.31845	0.50132	1.00019	1.29181	0.16385	0.0565
ENSGALG00000027024	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000027025	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000027026	0	0.04547	0	0	0	0	0.02468	0	0	0.08509	0.19067	0.35506
ENSGALG00000027027	2.0632	1.72311	1.53829	1.45913	3.48405	3.92397	2.72836	2.98213	0.32019	0.85914	9.82677	5.12417
ENSGALG00000027028	2.23963	3.24952	1.05257	2.33721	0.30862	0.32858	1.6713	1.05233	0	0.19185	57.75724	44.92131
ENSGALG00000027029	0.24309	0.11143	0.07619	0.23416	0.06703	0.78477	0.96744	0.34267	1.22716	3.29052	1.68007	0.67588
ENSGALG00000027031	0.65079	0.47712	0.16306	0.12534	0.86106	0.45831	1.42456	0.73398	0.65704	0	0.59973	0.41359
ENSGALG00000027032	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000027033	0.13246	0	0	0.12759	0.14603	0	0	0	0	0.09078	0.20343	0.10522
ENSGALG00000027034	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000027035	65.56673	84.50126	92.79325	97.06458	152.90524	121.69525	152.76656	241.32959	102.80374	75.37473	101.09298	118.71587
ENSGALG00000027036	5.17818	6.06329	1.75753	2.90974	0.39643	2.0261	5.79604	3.04142	0.10373	0.02467	0.11046	0.19995
ENSGALG00000027037	1.40102	7.70308	4.38949	3.37396	0	0	0	0	0	0	0	0
ENSGALG00000027038	0	2.50193	0	0	0	1.60241	0	0	0	0.46777	0	0
ENSGALG00000027039	0	0	0	0	0	0	0	0	0	0	0.77871	0.80554
ENSGALG00000027040	0	0	1.51641	1.74826	0	0.71015	1.80573	1.7057	0.87257	2.48779	4.18103	0
ENSGALG00000027041	0.84511	3.09751	2.11808	3.25611	2.79508	0.99199	5.04472	2.38249	1.82822	0	1.94678	2.01384
ENSGALG00000027042	68.69471	51.14641	40.62365	94.08919	12.30718	41.0731	32.2516	39.0374	13.77771	95.63269	265.89485	13.30082
ENSGALG00000027043	80.21866	49.56772	32.688	57.37542	1.59229	7.60273	1.69821	1.48056	0.15779	1.1398	5.78024	1.49486
ENSGALG00000027044	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000027045	1.33096	1.21964	1.66799	2.77784	3.913	1.04148	5.29696	1.56356	1.9196	1.36828	4.42886	4.58142
ENSGALG00000027046	11.22404	10.08675	8.68958	10.18578	4.96894	9.46147	17.63497	12.64553	7.90651	10.87052	22.62875	11.3943
ENSGALG00000027047	0	0.42892	0.2933	0	0.12901	0	0.11643	0	0.84378	0.56132	0.08986	0.09295
ENSGALG00000027048	0	3.71709	0	0	1.11803	0	0	0	0	0	0	0.80554
ENSGALG00000027049	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000027050	10.17205	8.47389	9.10564	9.60771	4.36942	2.40355	12.48664	7.44902	4.3346	1.49387	26.73022	25.0276
ENSGALG00000027051	0.3008	3.03194	0.37697	1.88334	0.66326	2.11834	0	0.21194	0	1.13381	4.61937	2.62814
ENSGALG00000027053	3.42579	2.37567	7.77432	9.72166	0.71456	0.86951	0.82908	0.65262	0.26705	0.06349	0	0.22067
ENSGALG00000027054	1.27176	0.63558	0.14492	1.33635	0.89217	8.54935	6.32648	3.0965	1.25058	8.55736	25.39004	5.14269
ENSGALG00000027055	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000027056	3.7483	5.08426	2.86628	2.6927	1.12073	0.67116	1.03238	0.98509	0.42761	0.31927	2.32542	2.43919
ENSGALG00000027057	3.91015	5.69623	4.9003	4.73236	2.65293	2.11834	2.7433	3.46274	2.27749	1.13381	7.23701	15.13196
ENSGALG00000027058	5.51039	5.20642	6.00504	7.35214	11.9617	20.12742	7.28735	7.86434	0.59239	0.35189	4.15258	7.04151
ENSGALG00000027059	3.54919	2.36533	13.34394	35.12158	0	1.13622	8.34674	7.73225	0	0	3.46872	1.28155
ENSGALG00000027060	0.12671	0.23222	0.15879	0.24421	0	0	0	0	0	0	4.28283	1.00692
ENSGALG00000027061	1.29454	2.96578	3.24471	4.36456	2.3193	2.08934	2.09304	3.19362	1.2836	1.55269	5.59169	6.04143
ENSGALG00000027062	0.83936	0.43946	0.7514	0.69305	0.52885	0.70378	0.71583	0.8452	0.95112	1.80796	0.46041	0
ENSGALG00000027063	9.8178	6.64052	10.25335	9.79509	1.80407	3.70425	6.97737	4.44858	1.0114	1.44191	13.0139	11.60533
ENSGALG00000027064	1.29529	0.47478	0	1.49738	0	0.60817	2.57761	3.65201	2.05504	13.67174	6.76385	2.05791
ENSGALG00000027065	0.84777	1.08753	0.425	0.65325	0.46733	0.69653	0.75916	0.83649	2.38421	1.80117	0.26042	0
ENSGALG00000027066	0.02811	0.05152	0.03523	0.08113	0	0.09886	0.0838	0.19798	0	0.01927	0.04309	0.0669
ENSGALG00000027067	2.03988	2.55794	1.7155	1.70642	2.54492	1.4493	1.62903	1.51343	0.36779	0.42311	0.86563	0.6609
ENSGALG00000027068	42.638	41.11021	44.5984	42.75926	25.61734	19.21966	56.31264	28.35169	20.06615	10.76791	19.04172	30.67423
ENSGALG00000027069	48.81356	39.26767	19.49644	48.45709	53.9199	76.87065	129.01786	79.84178	117.29185	117.41143	21.60318	14.2816
ENSGALG00000027070	266.19211	244.41432	240.32385	231.15952	75.04859	97.46829	604.67034	282.83228	137.52328	181.62085	87.25458	49.12771
ENSGALG00000027071	0	0	0	0.93244	1.0672	2.27244	0	0	0	0	0.74331	0
ENSGALG00000027073	7.82509	6.27424	8.7559	5.65331	8.16503	13.36758	31.55929	22.5539	5.59255	4.07011	38.89649	27.24967
ENSGALG00000027074	0.68113	0.69354	0.47424	0.98413	1.46011	0.75502	4.59299	1.44018	1.3643	2.30806	0.4649	0.36065
ENSGALG00000027075	0.89664	1.23252	2.52828	5.61424	5.93131	15.26107	33.90056	24.6476	12.28542	36.56441	4.30335	0.17804
ENSGALG00000027076	51.95292	46.38396	15.73318	14.76274	2.57674	6.46663	17.90574	16.52059	11.62953	8.55838	9.66595	14.98513
ENSGALG00000027077	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000027078	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000027079	0	0	0	0.35991	0	0	0	0.52669	0.53887	0	2.582	0.59358
ENSGALG00000027080	1.36887	0	0.9697	0	0.19687	0	0.2961	0	0.34338	0	0	0
ENSGALG00000027081	0.18527	0.33955	0.05805	0.24544	0.33198	0.27184	0.34568	0.29389	0.61803	1.22233	0.2134	0.11038
ENSGALG00000027082	5.62581	3.79065	1.55524	4.38322	0.54728	2.03935	1.89324	1.28288	1.01424	1.81445	4.57415	1.31437
ENSGALG00000027083	0	0	0	0	0	0	0	0	0	0	2.03557	1.57927
ENSGALG00000027084	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000027085	5.26347	4.44731	1.85107	6.28975	0.50408	1.05948	3.83733	1.10712	0.49879	1.79161	1.20625	0.49352
ENSGALG00000027086	0	0.26988	0.55364	0.56751	0	0	0	0.20758	0	0	0.22616	0.11697
ENSGALG00000027087	0	0	0	0	0.36004	3.06709	0.32492	0	0	0	53.92349	19.19906
ENSGALG00000027088	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000027089	0.49927	0.45761	0.31292	1.86375	0.61924	1.46518	1.36619	0.79176	0.36004	1.66821	3.59447	1.43777
ENSGALG00000027090	0.30048	0.12704	1.88283	6.59068	0.06374	0.01362	0.36793	0.13028	0.19165	0.07918	0.31953	0.1377
ENSGALG00000027091	7.41174	13.31735	8.80287	7.37296	0.21365	0.28434	0.14461	0.40977	0.10481	0.06641	1.04158	4.81004
ENSGALG00000027092	1.17487	1.21125	0.82826	1.06106	1.53818	0.25859	0.80365	0.6211	2.06526	1.50985	0.39475	0.11664
ENSGALG00000027093	0.32348	1.35507	0.28956	1.2465	1.07002	0.54243	1.42541	2.14984	2.36617	4.24423	1.70337	1.46839
ENSGALG00000027094	0	0	0	0	0	0	0	0	0	0	0.08389	0
ENSGALG00000027095	1.1705	1.54944	1.30397	1.41994	0.59752	0.5343	1.38028	1.37504	1.62574	0.8468	17.9106	35.12667
ENSGALG00000027096	28.25353	25.06418	18.45734	18.31302	4.47366	5.46851	7.92489	7.4148	2.54684	1.95697	8.88601	9.90841
ENSGALG00000027097	7.41654	6.89616	5.39909	7.14424	0.54106	0.70416	1.00377	0.88407	0.4326	0.29898	0.52345	0.51983
ENSGALG00000027098	40.85739	35.92761	27.41193	43.73038	34.58041	54.01409	64.87749	31.41562	30.05881	43.41736	129.61663	75.40039
ENSGALG00000027099	11.13385	7.18497	1.57218	9.81869	0.51863	3.49728	5.77284	2.65267	1.357	4.29896	72.73178	9.96517
ENSGALG00000027100	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000027101	0.11255	0.20627	0	0.21683	0.24817	0	0	0	0.24348	0.15427	0	0
ENSGALG00000027102	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000027103	0	0	0.09594	0	0	0	0	0.10792	0	0	4.76458	8.09283
ENSGALG00000027104	0.31762	0.14558	0	0	0	0	0.15796	0.11197	0	0	2.92663	0.37841
ENSGALG00000027105	0.35489	0.86722	0	0.2279	0.39127	0.97212	1.88339	0.33352	1.8769	5.02718	0.90847	0.09397
ENSGALG00000027106	0	0	0	0	0	0	1.18112	1.1586	4.08283	13.14304	0.14022	0.07257
ENSGALG00000027107	9.38636	25.53525	2.57325	7.06392	0	0.1721	0.43774	0	0	0	0.45051	0.11647
ENSGALG00000027108	0	0	0.98839	0	0	0	0.78469	0	0.56874	2.70278	0.60562	0
ENSGALG00000027109	0.66569	1.22003	0.6321	0.855	7.33977	2.81787	0.12045	0.05689	0.07271	0.12442	0.99146	1.52235
ENSGALG00000027110	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000027111	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000027112	1.58629	0.90839	0.99399	0.85952	0.98374	2.09472	7.8912	1.25781	1.85886	3.26148	2.58837	2.67754
ENSGALG00000027113	1.91115	1.00069	0.34214	1.31502	0.30099	2.24332	5.43277	1.15455	4.33138	21.89253	39.6236	6.72298
ENSGALG00000027114	25.33829	19.80448	0.93394	1.52549	0.10272	1.74951	0.64877	0	0.26874	0.31919	3.14747	1.40597
ENSGALG00000027116	0.56486	0.38814	1.06191	1.08824	0	0	0.14048	0	1.68026	7.30722	0.97592	0.28047
ENSGALG00000027117	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000027118	1.94405	1.64447	2.06151	4.60979	1.31901	1.57979	5.20766	4.42697	0.97055	2.66483	4.59345	4.03893
ENSGALG00000027119	0	0	0	0	0	0	0	0	0	0.13624	0	0
ENSGALG00000027120	0.5787	0	0	0.13939	0	0	0	0	0	0	0.9998	1.60887
ENSGALG00000027121	0	1.74243	0	1.83155	1.04819	0	0	0	0	0	0	0
ENSGALG00000027122	6.69792	6.45416	14.45163	13.7023	2.58836	1.54004	6.73286	7.00849	3.78445	2.46087	2.33303	5.59477
ENSGALG00000027123	0.817	1.49733	2.73017	1.04927	8.10634	7.35201	23.03023	9.21311	7.85514	4.29269	1.04559	0.64898
ENSGALG00000027124	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000027125	0.171	0.18792	0.1285	0.2635	0	0	0.06801	0.04818	0	0	42.82454	17.60034
ENSGALG00000027126	17.23753	20.02831	12.24828	14.06231	32.4622	45.93694	30.69039	40.5762	12.72792	16.64694	86.57635	61.94423
ENSGALG00000027127	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000027128	0	0.38111	0.26061	0.40063	0	0	0	0	0.29992	0.42756	80.80485	20.31889
ENSGALG00000027129	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000027130	0.07794	0.14284	0.39071	0.3754	0	0.18298	0	0.21974	0	0.16025	1.31679	2.84822
ENSGALG00000027131	6.55876	6.94924	1.92647	0.88844	0.22598	0.24059	0	0	0	0	0.39344	0.24418
ENSGALG00000027132	5.36409	6.0389	9.21933	7.82446	9.71577	6.07156	6.17562	8.69587	4.97344	3.3875	18.09441	23.49604
ENSGALG00000027133	0.29899	0.37936	0.05765	0.50966	0.43106	0.51306	1.32742	1.97798	2.57111	0.96167	0.12363	0.2375
ENSGALG00000027134	2.43938	2.68244	5.19693	2.81968	0.94124	1.28845	3.15508	3.09485	1.49521	1.1703	6.93065	4.55351
ENSGALG00000027135	0	0	0	0	0.66326	0	0	0	0	0	0	0
ENSGALG00000027136	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000027137	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000027138	2.02327	1.62242	1.10942	0.85275	1.2548	1.92961	1.76145	1.42607	2.37101	3.03343	10.00191	3.31484
ENSGALG00000027139	0	0.10518	0	0	0	0	3.02848	0.97143	1.78085	2.16488	0.13229	0.04559
ENSGALG00000027140	1.06722	1.23877	1.09234	1.45646	0.68639	0.89775	4.49521	5.99278	2.60389	4.49848	3.82455	2.55743
ENSGALG00000027141	0	0	0	0.2159	0	0.13161	0	0	0	0	3.09841	6.67731
ENSGALG00000027142	194.80582	196.18243	155.2944	229.58188	298.55833	261.2831	514.60227	500.45689	259.89949	204.25265	302.22936	297.09839
ENSGALG00000027143	8.09895	8.92526	9.12152	10.98847	2.65539	2.33006	5.58268	4.4771	3.77907	4.04508	3.23152	2.4808
ENSGALG00000027144	2.51722	3.69074	2.83919	10.66897	0	0	0	0	0.18152	0	7.53847	3.19922
ENSGALG00000027145	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000027146	1.97099	2.8649	3.83278	3.66627	0	0.05324	0.02257	0.03197	0	0	1.68743	0.91777
ENSGALG00000027147	0.32326	0.59245	0.67534	0.62289	0.2376	0.25297	0.32163	0.45569	0.3886	0.8125	36.99199	50.33685
ENSGALG00000027148	0	0	0	0	0	0	0	1.7057	0	0	0	0
ENSGALG00000027149	16.17425	14.95108	10.93283	12.6279	6.34265	9.40973	17.07793	11.03454	10.16756	3.65197	55.8364	52.55317
ENSGALG00000027150	2.57163	1.30356	0.68575	2.52993	0.12068	0.70653	5.82507	2.3139	3.39331	9.56251	9.78974	2.12971
ENSGALG00000027151	486.62243	586.61047	189.98161	145.15908	153.06334	164.62675	318.20242	289.29127	84.59239	106.37048	117.89322	69.01533
ENSGALG00000027152	5.83099	5.53231	11.95991	9.77089	2.7493	3.47728	4.04804	6.47534	2.55544	2.06884	7.44346	8.22114
ENSGALG00000027153	0	1.77405	0	0.93244	0	0	0	0	0	0	0	0
ENSGALG00000027154	5.64455	5.79946	0.53589	7.16742	0	0.40157	4.85022	3.01395	1.35685	12.36768	1.83885	0.61143
ENSGALG00000027155	5.1194	3.77914	7.61873	8.18488	5.36983	4.13132	9.83338	7.06627	3.82	5.70155	24.26956	11.09845
ENSGALG00000027156	17.33837	19.19661	20.06209	18.8754	14.4808	12.68517	20.63019	19.62009	16.6482	8.92048	14.8279	25.20598
ENSGALG00000027157	0.27727	0.33877	0	0.53417	0	0.21697	0	0	0.06665	0.06334	3.61973	5.94696
ENSGALG00000027158	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000027159	4.16559	4.98571	42.02943	46.39077	6.98255	7.23453	12.77192	13.90124	2.23764	1.07784	7.86626	17.62495
ENSGALG00000027160	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000027161	38.50522	31.14347	7.70279	26.46908	7.57361	38.83178	39.74967	25.99307	15.77394	65.54128	260.83669	39.92036
ENSGALG00000027162	0	0	0.089	0	0	0	0	0	0	0	5.28737	6.03332
ENSGALG00000027163	0	0	0	0	0	0	0	0	0	0	0.5954	0.20527
ENSGALG00000027164	1.0193	1.13983	0.6712	1.14835	0.22856	0.16223	0.48128	0.8524	0.04983	0.04736	0.63677	0.54892
ENSGALG00000027165	5.62688	1.05768	3.97783	1.11183	13.99785	0.16935	12.6323	1.83043	37.97576	0.39553	0.11079	3.89658
ENSGALG00000027166	0.06591	0	0	0.0318	8.43444	8.90243	0.06558	0.13944	16.00359	19.70715	0.20261	0.18337
ENSGALG00000027167	0	0.5023	0	0	0	0	0	0	0	0	0	0
ENSGALG00000027168	1.9694	2.7361	1.91085	2.08068	0.84052	0.41019	0.28445	0.53735	0.18328	0.08706	1.34157	1.13548
ENSGALG00000027169	7.29749	5.47123	3.32558	4.15378	0.73146	1.16809	12.87109	1.87036	1.19598	0.90934	1.27354	4.47933
ENSGALG00000027170	1.54391	0	2.62595	0.05313	0.42554	0	0.49378	0	0.03977	0	0	0
ENSGALG00000027171	0	0	0.23472	0.09026	0.20649	0	0	0	0	0	6.11244	1.11586
ENSGALG00000027172	2.89734	8.49594	8.26057	17.65279	13.25641	14.28383	5.62124	9.4959	1.30586	1.24109	1.39054	1.38093
ENSGALG00000027173	38.51288	52.84339	51.87872	55.74749	12.9425	20.30677	20.49119	13.93546	5.34661	3.38765	103.11318	122.20682
ENSGALG00000027174	1.45415	2.66507	0.80998	2.80153	2.49386	3.98271	7.87711	4.3276	5.82582	10.74143	297.6473	83.80951
ENSGALG00000027175	0	0	0	0	0	0	0	0	0.84938	0	1.08532	0
ENSGALG00000027176	0.69593	0	0	0	0	0	0	0	0	0	0.89064	0.36851
ENSGALG00000027177	0.05313	0.03239	0.06659	0.01703	1.269	0.20785	0.05286	0.02492	4.55873	0	0.57111	0.88614
ENSGALG00000027178	0.31038	0	0.1297	0.0997	0	0.12148	0.20595	0	0	0	4.44971	0.65761
ENSGALG00000027179	0	0	0	0	0	0	0	0	1.39608	0	0	0
ENSGALG00000027180	0	0	0.06565	0.05046	0	0.06149	0.10435	0.07385	0	0	17.39125	9.82806
ENSGALG00000027181	25.76238	25.77353	12.58868	27.66245	21.23725	34.40163	49.97131	27.98696	28.37847	30.12961	51.3628	34.45138
ENSGALG00000027182	20.49817	19.3055	29.85147	31.53817	17.15884	23.61532	46.17138	32.90895	13.00258	28.74775	84.75085	34.82692
ENSGALG00000027183	2.9263	1.34083	1.66693	2.56255	0.07337	0	0.26464	0.28128	0	0	1.83852	0.52828
ENSGALG00000027184	0.60202	0.28471	0.63277	0.69213	0.79216	0.29634	0.96606	2.13528	0.05605	0.09319	0.05969	0.21593
ENSGALG00000027185	0.20635	0	0.25861	0.53007	0	0	1.23186	0.38785	0.49602	0.42428	0.05282	0.05464
ENSGALG00000027186	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000027187	0.31698	0.43556	0.01414	0.03272	0	0	0.01123	0.06379	0	0	0.56498	0.86313
ENSGALG00000027188	39.1955	21.142	8.29633	19.57276	2.70986	6.69347	36.09562	14.50613	30.27395	107.58723	28.81462	5.49285
ENSGALG00000027189	0	0	0	0.13047	0	0.15898	0.40437	0.95477	0	0.09282	13.83521	2.2598
ENSGALG00000027190	2.93461	2.95798	3.0647	3.79264	2.80401	2.75575	5.40163	4.99868	1.34026	1.99448	4.30033	2.11737
ENSGALG00000027191	28.86023	43.43593	31.13169	43.01527	0.92997	1.66953	35.14852	103.14221	14.18082	17.8187	5.76585	4.70322
ENSGALG00000027192	27.82111	23.08582	0.20083	1.01891	0	0	0.12755	0.09036	0	0	0.04922	0.10183
ENSGALG00000027193	16.90106	12.83261	3.93353	13.02443	2.39572	10.48609	58.37465	37.43918	6.96453	16.38219	16.50093	4.21942
ENSGALG00000027194	38.3241	17.29983	6.86119	16.54906	2.70587	9.97204	42.63862	7.71769	13.88643	104.80466	14.78693	4.49887
ENSGALG00000027195	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000027196	32.50737	31.69943	23.05981	38.5219	10.27854	16.99084	42.10714	22.13407	14.50754	16.9827	38.90336	46.86952
ENSGALG00000027197	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000027198	23.90053	32.15159	35.79353	39.30029	14.04481	16.24356	0.23783	0.57277	0.65497	0.63882	14.68252	23.76965
ENSGALG00000027199	14.6199	18.45273	20.79947	19.84036	16.47328	16.62126	16.42153	29.55278	10.14499	9.64176	12.03854	12.45325
ENSGALG00000027201	0.55847	0.56865	2.02188	3.58627	0.06844	0.94687	6.23537	4.89827	0.40273	1.02063	82.95425	152.99249
ENSGALG00000027202	6.77576	7.09618	6.06549	8.39187	3.20161	2.27244	0.96309	10.91611	0.69804	0	1.48662	2.30674
ENSGALG00000027203	2.25773	2.81377	2.37682	4.52374	0.49786	1.27208	0.26962	0.76384	0.39075	0.68086	1.7337	0.43043
ENSGALG00000027204	3.33805	2.74664	3.8987	3.10615	1.82755	0.95962	3.77303	2.20868	1.93227	1.26057	1.23806	0.68543
ENSGALG00000027205	16.32641	11.70859	6.82022	7.9775	0.26084	0.83326	4.23757	2.00125	0.85315	1.62165	43.97038	12.40504
ENSGALG00000027206	4.84299	2.62526	4.44513	4.20516	3.68491	4.96408	8.75471	6.44232	5.60752	5.2826	18.22777	7.47726
ENSGALG00000027207	1.28709	1.42962	0.2933	0.63869	5.63302	8.65271	0.27163	0.43978	0.19687	0.02671	0.11978	0.12391
ENSGALG00000027208	3.1317	3.00013	0.53523	3.90803	2.74649	9.1064	6.3733	1.7057	0.76991	5.02434	2.95132	1.75266
ENSGALG00000027209	0	0	0	0	0.18477	0.09836	0.20838	1.06284	0	0.02868	0.16083	0.53234
ENSGALG00000027210	0.80039	0.60397	0.29503	0.18144	0.12972	0.08286	1.21798	0.36504	0.69605	0.33882	2.51274	2.33753
ENSGALG00000027211	58.24026	27.12411	0	0.26401	0	0	0.13634	0	0	0	0.84183	0.43542
ENSGALG00000027212	0	0	0	0	0	0	0.13422	0	0.19465	0	4.0933	5.78871
ENSGALG00000027213	0	0.04039	0	0	0	0	0.89911	0.96317	0	0	0.18617	0.15757
ENSGALG00000027214	0	0	0	0	0	0	0	0	0	0	0.2596	0
ENSGALG00000027215	0.85118	0.31203	0.53336	0.24596	4.8796	0	0.59284	0	0.55238	0.05831	0.19607	0.2704
ENSGALG00000027216	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000027217	0	0.17973	0	0.66115	0.10812	0.69053	52.57944	22.11381	69.14783	226.18258	0.75287	0.62301
ENSGALG00000027218	0.18122	0.16607	0.22711	0.43642	0.0999	0.31908	1.9835	1.02201	0.84954	0.74529	1.39169	0.64788
ENSGALG00000027219	0	0	0	0.23365	0	0	0	0	0	0	0.18626	0
ENSGALG00000027220	0.10914	0	0	0.21016	0	0	0.21707	0.15385	0.0787	0.97203	0.25134	0
ENSGALG00000027221	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000027222	30.71857	22.44087	18.30642	23.93474	9.47335	23.3661	34.05449	20.89442	14.5616	23.60525	42.50363	21.78483
ENSGALG00000027223	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000027224	94.43122	70.58521	33.67544	48.8971	12.16995	19.00994	21.1638	10.5062	7.52443	9.77422	21.22193	15.10464
ENSGALG00000027225	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000027227	328.22493	257.31255	150.75907	292.27204	278.0684	607.58776	1607.83874	552.56984	738.61974	721.57123	401.09718	394.95432
ENSGALG00000027228	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000027229	0.44507	0.40785	0	0.10718	0.24535	0	0	0.3137	0.16048	0.15252	0.17088	0.17677
ENSGALG00000027230	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000027231	13.88831	9.05015	2.70749	11.2973	3.4027	9.41898	7.67678	4.7857	2.22566	10.57614	19.67056	2.45162
ENSGALG00000027232	1.10299	0.77745	0.26581	0.5312	1.54334	0.79677	0.63309	0.35873	0.09176	0.17441	1.17273	1.38161
ENSGALG00000027233	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000027234	0	0	0	0	0	0	0	0.05644	0	0	0	0
ENSGALG00000027235	22.85237	0.23007	21.71541	0	41.94518	0	40.60175	0	14.84969	0	0	0
ENSGALG00000027236	0	0	0	0	0	1.13622	0	0	0	0	0	0
ENSGALG00000027237	37.17606	36.8233	20.84098	31.21858	0.31285	0.66616	0.39526	0.40001	0.20463	0.42793	6.40679	4.14787
ENSGALG00000027238	60.24502	48.1016	49.23007	58.08839	48.18486	58.98618	85.65419	44.44632	27.12697	41.32896	117.13196	77.41719
ENSGALG00000027239	28.51108	22.63444	21.0921	30.84411	11.98552	15.49779	17.23938	11.87013	10.12833	11.18708	3.61442	2.70984
ENSGALG00000027240	25.50662	30.85369	20.7473	20.08723	2.38316	3.91035	15.7378	14.41097	5.75833	5.97812	3.24166	6.46416
ENSGALG00000027241	1.46097	1.26004	0.64625	1.65564	1.61072	3.9341	3.42014	1.21143	2.23103	8.95259	8.38088	1.43354
ENSGALG00000027242	3.80271	3.48467	4.52253	4.8219	3.20854	2.09522	5.13477	5.03246	3.46986	1.88823	4.58871	6.99693
ENSGALG00000027243	0.63993	0.86	1.12263	0.24657	0.09403	0.10011	0.72155	0.36083	7.13698	2.83596	1.50681	1.79596
ENSGALG00000027244	4.69222	4.41004	2.71402	4.98355	5.1732	6.63748	22.02582	31.71536	4.94542	4.45272	4.43458	4.87407
ENSGALG00000027245	32.37374	37.42278	18.70381	24.39014	9.65977	10.11027	45.95134	30.56367	41.60462	35.67331	14.36838	25.00816
ENSGALG00000027246	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000027247	1.54871	0.84263	21.4716	25.3155	0.90708	0.11361	1.80573	0.57998	0.85507	0.29854	0.83619	1.23021
ENSGALG00000027248	0	0	0	0	0	0	0	0	0	0	0.2829	0
ENSGALG00000027249	1.31967	0.50913	0.17414	1.20435	0.1532	0.89675	2.28045	0.68534	1.90332	6.14078	15.20058	3.53103
ENSGALG00000027251	1.05423	0	0	0	1.16229	0	0	0	0	0	0	0
ENSGALG00000027252	1.08372	0.49664	0.3396	6.2637	0.29876	0.31808	0.26962	1.52769	0	0.37137	3.53683	1.07611
ENSGALG00000027253	0.40227	0.12294	0.4202	0.06462	0.36966	0.23609	0.06674	0	61.16591	110.79531	2.57439	0.58588
ENSGALG00000027254	0.38917	0.2853	0.48772	0.44986	0	0.09136	0.85186	0.21944	0	0.05334	1.67353	1.66935
ENSGALG00000027255	49.62148	57.44972	120.5567	85.69701	0.13993	0.74477	0.12628	0.53675	0	0	3.02106	2.11703
ENSGALG00000027256	0	0	0	0.64915	0	0	0	0	0	0	0	0
ENSGALG00000027257	0.25906	0.94957	0	1.74693	0.57123	0.60817	2.83536	1.46075	2.98912	10.12063	5.37126	1.44056
ENSGALG00000027258	15.86291	27.47927	15.79482	16.91318	3.49779	2.24457	9.72914	11.02749	2.00575	1.01275	3.40404	7.21514
ENSGALG00000027259	0	0	0	0	0	0	0	0	0	0	0	0
